bio19,bio18,bio17,bio16,bio15,bio14,bio13,bio12,bio11,bio10,bio9,bio8,bio7,bio6,bio5,bio4,bio3,bio2,bio1,wind_avg,vapr_avg,srad_avg
5,131,2,255,97.01698,0,108,459,23.75067,26.65733,24.222,26.42933,16.988,16.624,33.612,122.30243,78.17872,13.281,25.55717,20.412,24.1128,195906.75
6,134,3,251,95.77331,1,105,454,23.51667,26.51133,24.024,26.248,17.3,16.256,33.556,125.50406,79.40848,13.73767,25.36383,20.764,23.8612,194909.0781
11,155,10,308,91.82831,1,135,574,22.73333,25.98133,23.274,25.044,17.016,15.74,32.756,130.44662,76.55148,13.026,24.62433,18.38,22.7672,192891
172,259,109,275,34.11581,29,102,831,18.21067,22.158,19.93667,21.87333,14.944,12.316,27.26,165.46771,66.84734,9.98967,20.61483,23.4,22.5928,186681.6719
7,134,4,250,95.03679,1,104,455,23.22267,26.26267,23.72867,26.03533,17.48,15.892,33.372,128.13899,78.87681,13.78767,25.11217,21.048,23.7556,192195.0781
29,232,27,302,78.28401,6,126,603,20.942,24.24467,21.39133,23.98467,13.48,15.644,29.124,137.68558,71.94609,9.69833,22.93817,21.332,25.5296,182350.9219
5,132,3,238,95.76543,1,98,433,23.47467,26.57267,23.97133,26.356,17.596,16.12,33.716,130.98544,77.8965,13.70667,25.39867,21.152,24.1396,193187.5
4,125,2,245,98.39859,0,105,435,23.79533,26.864,24.27467,26.64,17.7,16.384,34.084,129.76881,77.08098,13.64333,25.687,21.432,24.178,193137
72,73,11,429,107.50298,2,184,664,23.64733,26.064,25.29467,24.29467,13.916,17.956,31.872,98.49467,75.39283,10.49167,24.7725,17.624,24.22,196275.4219
17,146,11,282,88.50864,3,120,537,24.152,26.94867,24.64733,26.64267,17.972,16.6,34.572,116.73368,76.50606,13.74967,25.83017,21.676,24.0872,191505.5
95,253,73,259,48.44869,19,97,683,20.214,23.92867,20.48667,23.86267,14.632,14.436,29.068,155.61086,67.65764,9.89967,22.40383,21.044,25.4528,184111.8281
15,209,10,274,88.90512,2,113,515,23.91467,27.07,24.65067,26.84533,17.616,16.6,34.456,122.40559,75.90637,13.293,25.7365,21.84,24.2796,189643.5781
18,147,12,287,87.63891,3,123,551,23.708,26.68867,24.19867,26.452,17.768,16.316,34.084,125.96955,75.16697,13.35567,25.52583,21.82,24.0272,191065.25
18,147,12,287,87.63891,3,123,551,23.708,26.68867,24.19867,26.452,17.768,16.316,34.084,125.96955,75.16697,13.35567,25.52583,21.82,24.0272,191065.25
23,214,18,389,94.99011,4,168,677,22.67933,25.68133,23.232,24.62,15.988,16.108,32.096,122.74203,74.86656,11.96967,24.34717,18.604,22.982,188874.9219
65,255,57,285,59.23856,17,114,676,18.59067,22.11733,18.822,21.814,12.84,13.62,26.46,146.07396,67.96469,8.72667,20.61667,22.364,23.8064,183060.75
65,255,57,285,59.23856,17,114,676,18.59067,22.11733,18.822,21.814,12.84,13.62,26.46,146.07396,67.96469,8.72667,20.61667,22.364,23.8064,183060.75
92,275,71,285,51.9378,18,104,710,20.47533,24.17933,20.70133,24.11533,14.804,14.608,29.412,155.51535,67.01342,9.92067,22.64533,20.552,25.8984,183576.5781
71,251,60,284,57.57785,18,114,678,18.24067,21.75067,18.45533,21.42333,12.48,13.424,25.904,145.26952,67.914,8.47567,20.24817,22.644,23.506,183599
7,229,6,256,95.61645,2,101,461,22.466,26.216,22.90133,26.13933,18.324,14.968,33.292,159.34502,72.6388,13.31033,24.75617,22.7,24.0356,190298.25
15,203,10,272,89.54768,2,113,511,23.42267,26.55667,23.85867,26.44267,17.58,16.144,33.724,133.58559,74.49754,13.09667,25.35367,22.296,24.2648,189412.25
7,229,6,256,95.61645,2,101,461,22.466,26.216,22.90133,26.13933,18.324,14.968,33.292,159.34502,72.6388,13.31033,24.75617,22.7,24.0356,190298.25
14,242,10,274,91.50262,3,111,509,22.59733,26.17667,23.02933,26.11467,17.98,15.228,33.208,152.48961,72.71598,13.07433,24.79383,22.684,24.0904,191273.25
56,201,52,288,67.19923,15,113,587,17.73,21.62267,18.132,21.18533,13.552,13.012,26.564,158.67948,67.21763,9.10933,19.961,22.404,23.2364,180628.3281
16,201,11,280,89.47006,3,118,527,23.154,26.446,23.588,26.36733,17.408,16.008,33.416,140.64054,73.42984,12.78267,25.18667,22.544,24.2984,189484.6719
68,232,64,303,60.93761,17,121,664,18.742,22.47067,19.06667,21.98467,12.456,14.356,26.812,151.47953,65.64975,8.17733,20.85133,21.516,24.4584,181348.1719
103,238,89,296,48.7954,24,123,727,18.26467,21.94867,18.40867,21.52267,11.9,13.804,25.704,152.5895,65.29132,7.76967,20.3255,21.66,24.094,183277.5
25,241,19,263,80.12344,4,101,532,21.008,25.05333,21.38133,25.03067,17.404,14.06,31.464,170.72581,68.61449,11.94167,23.43517,23.74,23.5648,188998.0781
25,241,19,263,80.12344,4,101,532,21.008,25.05333,21.38133,25.03067,17.404,14.06,31.464,170.72581,68.61449,11.94167,23.43517,23.74,23.5648,188998.0781
37,247,29,267,73.51161,7,102,568,20.958,24.98467,21.32933,24.95133,17.412,14.004,31.416,169.86798,68.54659,11.93533,23.36933,23.8,23.4572,191212.75
21,194,13,326,92.52238,2,140,585,22.59533,25.84733,23.086,25.08933,15.604,16.276,31.88,133.71907,73.01548,11.39333,24.485,20.372,23.3564,189936.9219
148,321,148,420,43.75834,42,156,1066,21.578,25.99667,21.578,25.31667,15.112,16.372,31.484,175.58362,66.79901,10.09467,23.99333,14.148,27.9476,173810.4219
148,321,148,420,43.75834,42,156,1066,21.578,25.99667,21.578,25.31667,15.112,16.372,31.484,175.58362,66.79901,10.09467,23.99333,14.148,27.9476,173810.4219
91,214,82,277,50.33015,21,111,666,20.54267,24.16133,20.702,23.698,11.048,16.584,27.632,149.01302,63.1879,6.981,22.55217,19.34,26.9592,183010.6719
140,254,81,269,42.57217,21,105,748,19.79667,23.804,21.29667,23.796,16.636,13.216,29.852,169.47525,64.63493,10.75267,22.202,24.276,22.7508,191112.9219
53,231,42,245,61.7587,11,99,585,21.13867,24.81933,21.32667,24.49733,13.336,16.008,29.344,153.35208,65.63187,8.75267,23.23467,19.544,27.1996,181071.9219
99,227,91,284,48.21913,24,114,692,19.53267,23.12,19.69933,22.66067,11.108,15.504,26.612,147.5259,63.5578,7.06,21.528,20.34,25.6344,183390.9219
99,227,91,284,48.21913,24,114,692,19.53267,23.12,19.69933,22.66067,11.108,15.504,26.612,147.5259,63.5578,7.06,21.528,20.34,25.6344,183390.9219
99,227,91,284,48.21913,24,114,692,19.53267,23.12,19.69933,22.66067,11.108,15.504,26.612,147.5259,63.5578,7.06,21.528,20.34,25.6344,183390.9219
99,227,91,284,48.21913,24,114,692,19.53267,23.12,19.69933,22.66067,11.108,15.504,26.612,147.5259,63.5578,7.06,21.528,20.34,25.6344,183390.9219
99,227,91,284,48.21913,24,114,692,19.53267,23.12,19.69933,22.66067,11.108,15.504,26.612,147.5259,63.5578,7.06,21.528,20.34,25.6344,183390.9219
53,233,42,246,62.33121,11,99,583,20.87733,24.51133,21.05333,24.458,13.036,15.892,28.928,151.64313,64.4753,8.405,22.94517,19.744,26.9752,180335.1719
134,238,121,291,38.12696,32,114,783,20.18333,23.75267,20.35467,23.30733,11.08,16.12,27.2,146.87621,63.88688,7.07867,22.169,19.524,26.5244,183118.5781
79,63,15,414,106.73886,3,180,641,23.85333,26.41467,25.54667,24.642,14.2,18.112,32.312,104.74216,75.20892,10.67967,25.08017,19.504,24.1616,194977.5781
27,199,20,227,76.24345,5,93,477,21.35667,25.51067,21.762,25.49133,17.684,14.3,31.984,174.95608,68.01817,12.02833,23.84883,23.676,24.0272,188631.3281
27,199,20,227,76.24345,5,93,477,21.35667,25.51067,21.762,25.49133,17.684,14.3,31.984,174.95608,68.01817,12.02833,23.84883,23.676,24.0272,188631.3281
24,191,14,341,92.96379,2,148,604,22.988,26.17533,23.50733,25.24267,16.296,16.3,32.596,129.67067,73.13655,11.91833,24.7775,20.316,23.6424,190222.3281
142,253,131,304,36.91954,37,120,821,19.052,22.67133,19.20267,22.21333,11.22,14.92,26.14,149.18476,63.71658,7.149,21.0625,20.46,25.2324,183496.0781
23,196,17,225,78.42903,4,91,462,21.384,25.55067,21.79467,25.17733,17.78,14.288,32.068,175.39867,68.13273,12.114,23.885,23.664,24.008,189300.4219
25,186,16,303,88.06121,3,126,557,22.534,26.03133,23,25.364,16.196,16.02,32.216,144.60337,70.26838,11.38067,24.59733,21.236,23.6604,190922.6719
25,186,16,303,88.06121,3,126,557,22.534,26.03133,23,25.364,16.196,16.02,32.216,144.60337,70.26838,11.38067,24.59733,21.236,23.6604,190922.6719
20,202,14,239,83.56432,3,99,467,21.434,25.586,21.84267,25.20067,17.676,14.392,32.068,175.12785,68.00369,12.02033,23.93183,23.94,23.9388,189293.5
21,235,13,267,86.79218,3,107,513,21.962,25.87867,22.35933,25.50533,17.372,14.972,32.344,165.96925,69.93629,12.17333,24.38933,23.404,24.0112,189936.75
77,240,64,265,55.31632,18,104,633,18.73467,22.7,19.24,22.338,12.58,14.044,26.88,150.0246,65.18284,8.011,20.73483,20.748,25.3404,185241
30,180,23,219,72.49907,6,90,461,20.96733,25.17467,21.36667,24.824,17.552,14,31.552,177.48301,66.84518,11.73267,23.49533,24.116,23.7804,189656.6719
67,236,55,259,58.83666,15,102,605,19.172,22.728,19.30467,22.63133,12.164,14.552,26.716,147.88628,64.51551,7.84767,21.16783,20.576,25.5372,185385.4219
25,172,16,300,89.16057,3,124,538,22.502,26.11667,22.97067,25.50133,16.632,15.792,32.424,150.56615,68.99752,11.47567,24.6575,21.76,23.8068,190797.9219
25,172,16,300,89.16057,3,124,538,22.502,26.11667,22.97067,25.50133,16.632,15.792,32.424,150.56615,68.99752,11.47567,24.6575,21.76,23.8068,190797.9219
13,198,9,241,94.19944,2,100,433,22.326,26.29467,22.75067,26.19733,17.54,15.324,32.864,167.94969,69.1353,12.12633,24.72783,23,24.2584,189298.0781
106,226,63,226,45.21416,13,84,614,21.80933,25.94933,23.41,25.94933,17.456,14.824,32.28,174.34736,63.97037,11.16667,24.26167,22.396,25.9992,191133
117,237,72,247,44.07476,18,93,673,21.82333,25.94667,23.46467,25.942,17.556,14.788,32.344,173.63385,63.96863,11.23033,24.2755,22.552,25.704,183108.25
24,186,15,341,92.50865,2,144,599,22.76067,26.038,23.292,25.17067,15.804,16.372,32.176,133.77565,71.19295,11.25133,24.628,20.956,23.772,190324
77,236,63,257,54.28117,18,99,617,19.24933,22.84733,19.38533,22.74667,12.028,14.716,26.744,149.65043,62.83948,7.55833,21.27017,20.352,25.7764,184997.4219
20,173,11,296,92.34494,2,127,527,22.79133,26.236,23.26533,25.54533,15.6,16.56,32.16,142.32616,70.34188,10.97333,24.812,21.264,23.8932,189916.8281
55,220,48,230,58.71864,13,88,552,20.62667,24.192,20.75333,24.09667,12.076,16.052,28.128,148.66464,63.87877,7.714,22.627,19.328,27.2356,182857.4219
66,223,54,240,56.68591,15,93,573,19.76067,23.31867,19.886,23.214,11.836,15.296,27.132,148.07936,62.89005,7.44367,21.7525,20.072,26.2136,184793.9219
55,220,48,230,58.71864,13,88,552,20.62667,24.192,20.75333,24.09667,12.076,16.052,28.128,148.66464,63.87877,7.714,22.627,19.328,27.2356,182857.4219
25,186,16,296,88.34439,3,128,548,22.97067,26.48867,23.45533,25.74133,16.184,16.46,32.644,144.94534,70.71387,11.44433,25.02317,21.4,23.9712,193224.25
25,186,16,296,88.34439,3,128,548,22.97067,26.48867,23.45533,25.74133,16.184,16.46,32.644,144.94534,70.71387,11.44433,25.02317,21.4,23.9712,193224.25
24,177,16,285,89.13691,4,126,525,22.804,26.38133,23.27933,25.67133,16.08,16.356,32.436,147.93108,69.5398,11.182,24.90533,21.756,23.9644,192868.3281
24,177,16,285,89.13691,4,126,525,22.804,26.38133,23.27933,25.67133,16.08,16.356,32.436,147.93108,69.5398,11.182,24.90533,21.756,23.9644,192868.3281
53,214,47,220,58.01588,12,83,538,20.75533,24.30533,20.88133,24.21733,12.06,16.196,28.256,148.22282,63.66777,7.67833,22.75617,19.1,27.51,183343
53,214,47,220,58.01588,12,83,538,20.75533,24.30533,20.88133,24.21733,12.06,16.196,28.256,148.22282,63.66777,7.67833,22.75617,19.1,27.51,183343
12,169,8,223,102.38383,2,99,377,22.244,26.27,22.642,26.16667,17.692,15.18,32.872,171.01343,68.66756,12.118,24.67967,23.076,24.1928,190010.1719
17,193,11,247,95.20547,2,105,438,21.606,25.656,22.036,25.53333,17.488,14.66,32.148,171.46791,67.37954,11.78333,24.06733,23.504,23.6024,189793.75
254,313,212,319,17.59689,63,116,1087,18.368,21.99333,19.19467,21.872,12.104,13.788,25.892,151.15534,64.27902,7.78033,20.37083,20.664,25.0004,185216.3281
36,207,29,213,68.92518,7,89,466,20.60933,24.91067,20.988,24.556,17.248,13.836,31.084,181.06947,65.07421,11.224,23.17233,24.524,23.638,189063.6719
72,210,63,219,50.07778,17,82,562,20.64067,24.20533,20.762,24.118,11.888,16.18,28.068,148.79463,63.22342,7.516,22.64567,19.128,27.5852,184018.4219
14,208,10,248,94.35543,2,96,442,21.81067,25.908,22.216,25.81667,17.596,14.812,32.408,173.58954,67.67068,11.90733,24.298,23.524,24.0268,189552.75
25,190,17,350,91.7813,3,147,617,22.68867,26.08133,23.21133,25.24,15.576,16.46,32.036,138.63347,68.89873,10.73167,24.63117,21.176,23.8876,191768.5781
25,190,17,350,91.7813,3,147,617,22.68867,26.08133,23.21133,25.24,15.576,16.46,32.036,138.63347,68.89873,10.73167,24.63117,21.176,23.8876,191768.5781
72,210,63,219,50.07778,17,82,562,20.64067,24.20533,20.762,24.118,11.888,16.18,28.068,148.79463,63.22342,7.516,22.64567,19.128,27.5852,184018.4219
24,188,17,341,91.6606,3,142,603,22.71533,26.16067,23.23933,25.326,15.648,16.46,32.108,141.02437,68.4816,10.716,24.69833,21.248,23.9184,191663.8281
14,138,9,250,99.45346,2,107,426,21.96267,25.96267,22.38933,25.51067,17.196,15.104,32.3,169.74583,67.15516,11.548,24.40867,23.26,24.0032,189640.8281
20,175,13,331,95.0875,2,139,570,22.816,26.352,23.32,25.57467,15.848,16.48,32.328,145.71607,67.88449,10.75833,24.88183,21.788,24.0796,190677.6719
20,175,13,331,95.0875,2,139,570,22.816,26.352,23.32,25.57467,15.848,16.48,32.328,145.71607,67.88449,10.75833,24.88183,21.788,24.0796,190677.6719
22,180,13,338,94.31526,2,141,585,22.71933,26.19933,23.228,25.42867,15.64,16.464,32.104,143.36871,67.94331,10.62633,24.75117,21.732,24.0184,190955.5781
19,154,12,302,97.01933,2,133,513,22.73267,26.42867,23.226,25.71333,16.292,16.208,32.5,153.90271,66.80784,10.88433,24.93583,22.112,24.1336,190731.0781
19,154,12,302,97.01933,2,133,513,22.73267,26.42867,23.226,25.71333,16.292,16.208,32.5,153.90271,66.80784,10.88433,24.93583,22.112,24.1336,190731.0781
16,124,8,270,102.78073,2,119,438,22.408,26.29867,24.27067,25.71267,16.936,15.58,32.516,165.01621,65.7239,11.131,24.7855,22.888,24.1236,190704
22,170,15,340,96.14993,3,144,579,22.61867,26.21333,23.15267,25.394,15.772,16.352,32.124,147.44209,66.69414,10.519,24.70683,22.096,24.0344,190792.25
25,222,15,276,88.59962,3,102,496,20.92533,25.15333,21.31133,24.80333,16.84,14.336,31.176,179.54755,64.21417,10.81367,23.5025,24.352,23.6468,190189.5781
128,220,97,233,33.5467,29,87,672,20.828,24.41667,21.71467,24.31133,11.032,16.784,27.816,149.03762,61.20075,6.75167,22.82317,19.256,28.4644,184126
154,197,95,202,28.45318,25,76,671,21.15333,25.12133,22.286,24.81,13.836,15.964,29.752,166.96384,61.35444,8.45467,23.42867,19.012,28.204,177442.5781
19,70,11,317,103.35093,2,140,506,22.44267,26.38267,22.94067,25.584,16.688,15.736,32.424,165.18749,61.50927,10.26467,24.80633,22.868,24.0708,190032.75
20,50,11,287,106.32528,2,126,449,22.61933,26.55867,24.59867,25.92867,16.948,15.76,32.708,167.56023,64.49729,10.931,25.03317,23.088,24.3808,190436.6719
57,196,27,446,91.21525,6,189,771,21.42867,25.04733,23.14133,23.92133,15.84,15.196,31.036,146.25969,67.71254,10.72567,23.42883,22.216,23.286,190226.1719
58,194,26,453,91.97615,6,190,776,21.32933,24.96733,23.04667,23.85867,15.896,15.08,30.976,146.9974,67.56207,10.73967,23.34717,22.416,23.2372,190575.9219
28,190,18,372,95.30307,3,159,641,22.34,26.072,22.90333,25.244,15.864,16.084,31.948,153.24477,64.52345,10.236,24.50867,22.324,24.0996,190259.25
28,160,18,364,98.15459,3,155,601,22.52067,26.53467,23.05533,25.732,16.916,15.792,32.708,166.76604,64.58185,10.92467,24.90767,22.764,24.28,190049.3281
28,160,18,364,98.15459,3,155,601,22.52067,26.53467,23.05533,25.732,16.916,15.792,32.708,166.76604,64.58185,10.92467,24.90767,22.764,24.28,190049.3281
28,160,18,364,98.15459,3,155,601,22.52067,26.53467,23.05533,25.732,16.916,15.792,32.708,166.76604,64.58185,10.92467,24.90767,22.764,24.28,190049.3281
28,160,18,364,98.15459,3,155,601,22.52067,26.53467,23.05533,25.732,16.916,15.792,32.708,166.76604,64.58185,10.92467,24.90767,22.764,24.28,190049.3281
28,160,18,364,98.15459,3,155,601,22.52067,26.53467,23.05533,25.732,16.916,15.792,32.708,166.76604,64.58185,10.92467,24.90767,22.764,24.28,190049.3281
28,146,16,352,99.50323,3,151,574,22.51133,26.53267,23.044,25.712,16.936,15.76,32.696,167.80976,61.5966,10.432,24.91333,22.816,24.3068,190169.5781
29,173,18,375,96.79047,3,159,628,22.43333,26.41667,22.978,25.63067,16.716,15.82,32.536,164.99549,64.86799,10.84333,24.793,22.704,24.2472,190081.3281
30,62,17,340,102.29533,4,147,543,22.53933,26.62533,24.628,25.734,17.116,15.672,32.788,170.40205,58.76762,10.05867,24.96933,23,24.3608,192469.6719
30,172,20,372,95.44379,4,157,628,22.07467,26.082,22.608,25.29533,16.636,15.496,32.132,166.07714,63.95768,10.64,24.44833,22.96,23.9628,191284.1719
30,172,20,372,95.44379,4,157,628,22.07467,26.082,22.608,25.29533,16.636,15.496,32.132,166.07714,63.95768,10.64,24.44833,22.96,23.9628,191284.1719
24,164,17,359,99.09614,2,155,595,22.04533,26.04333,22.59067,25.26333,16.392,15.6,31.992,165.42201,61.90622,10.14767,24.40517,23.032,24.1128,190899.0781
24,164,17,359,99.09614,2,155,595,22.04533,26.04333,22.59067,25.26333,16.392,15.6,31.992,165.42201,61.90622,10.14767,24.40517,23.032,24.1128,190899.0781
24,164,17,359,99.09614,2,155,595,22.04533,26.04333,22.59067,25.26333,16.392,15.6,31.992,165.42201,61.90622,10.14767,24.40517,23.032,24.1128,190899.0781
25,173,17,365,98.96878,2,158,609,22.06867,26.02733,22.62533,25.23933,16.284,15.68,31.964,163.46858,62.23697,10.13467,24.39567,23.004,24.1124,190270.1719
25,173,17,365,98.96878,2,158,609,22.06867,26.02733,22.62533,25.23933,16.284,15.68,31.964,163.46858,62.23697,10.13467,24.39567,23.004,24.1124,190270.1719
24,164,17,359,99.09614,2,155,595,22.04533,26.04333,22.59067,25.26333,16.392,15.6,31.992,165.42201,61.90622,10.14767,24.40517,23.032,24.1128,190899.0781
26,177,18,374,98.35597,2,162,626,21.62933,25.61533,22.17733,24.798,16.48,15.176,31.656,163.88609,63.125,10.403,23.95317,23.196,23.7488,191492.3281
124,213,77,213,34.86318,21,75,632,20.85867,24.824,22.038,24.824,15.152,15.02,30.172,166.347,63.20178,9.63267,23.13033,21.384,26.7848,190220.9219
175,220,119,234,25.193,37,85,783,21.30667,25.242,22.42133,25.196,13.84,16.052,29.892,164.55652,61.96773,8.57633,23.54983,19.444,28.556,184528.5
159,222,112,236,26.87881,33,82,751,21.51867,25.41,22.63,25.36267,14.128,16.088,30.216,162.94148,62.50944,8.83133,23.738,19.348,28.5468,188944.5781
26,177,18,374,98.35597,2,162,626,21.62933,25.61533,22.17733,24.798,16.48,15.176,31.656,163.88609,63.125,10.403,23.95317,23.196,23.7488,191492.3281
27,178,18,374,98.21932,2,162,627,21.74133,25.736,22.27933,24.94867,16.436,15.324,31.76,164.39955,63.09524,10.37033,24.0775,23.188,23.9472,191116.25
26,187,18,386,99.33217,2,167,645,21.792,25.75667,22.33067,24.976,16.4,15.396,31.796,162.87389,64.84553,10.63467,24.106,23.144,24.0656,190261.75
27,190,18,398,99.74613,2,172,662,21.65,25.54867,22.2,24.77067,16.168,15.34,31.508,159.89289,65.47296,10.58567,23.92617,23.136,23.9932,190241
261,205,177,332,26.5362,53,121,966,21.70067,25.306,22.568,23.36667,11.86,17.216,29.076,150.47192,58.2462,6.908,23.701,23.168,29.6252,190331.25
20,184,12,246,95.41905,2,108,430,21.83067,26.332,23.62067,26.26267,17.592,15.016,32.608,192.44993,61.73261,10.86,24.58467,24.484,25.0308,191094.75
162,185,77,227,37.55394,20,81,628,20.23667,24.84867,23.07733,23.41,17.752,13.348,31.1,192.91447,63.00135,11.184,22.88967,24.772,24.7428,194027.6719
27,202,14,455,103.3979,1,190,731,21.778,25.47733,22.354,24.50333,16.248,15.376,31.624,149.92123,67.06261,10.89633,23.8685,22.916,23.7684,192649.6719
188,249,132,262,25.6263,40,97,858,21.53933,25.45867,22.66733,25.426,14.228,16.068,30.296,164.29436,61.85456,8.80067,23.78367,19.404,28.618,184587.9219
188,249,132,262,25.6263,40,97,858,21.53933,25.45867,22.66733,25.426,14.228,16.068,30.296,164.29436,61.85456,8.80067,23.78367,19.404,28.618,184587.9219
125,163,61,197,39.98133,14,73,533,21.12733,25.40267,22.37533,24.12933,16.844,14.516,31.36,178.9282,64.20882,10.81533,23.56233,23.396,26.4916,193966.9219
36,218,20,478,98.16478,2,192,791,22.02467,25.456,22.622,24.45933,15.448,15.888,31.336,139.08885,68.52883,10.58633,23.95417,22.828,23.9844,192201
177,180,78,235,38.47379,21,81,646,20.23333,24.72533,22.88867,23.31733,17.776,13.576,30.988,193.0924,63.08318,11.23267,22.87567,24.716,24.8176,195388.6719
35,172,20,377,94.91038,3,158,636,20.744,25.22533,22.87267,24.48333,16.24,14.42,31.088,169.54429,62.05049,10.32633,23.17683,23.672,23.7096,191347.0781
198,255,137,265,25.10003,42,102,885,21.224,25.276,22.498,23.14867,14.192,15.856,30.116,164.18818,60.85118,8.60467,23.45733,19.564,28.4304,189052.3281
67,176,38,220,61.41132,10,94,491,21.27733,25.702,22.76267,25.31467,17.008,14.72,31.728,186.11515,62.77242,10.67633,23.8775,25.064,25.3624,195170.5
67,176,38,220,61.41132,10,94,491,21.27733,25.702,22.76267,25.31467,17.008,14.72,31.728,186.11515,62.77242,10.67633,23.8775,25.064,25.3624,195170.5
115,169,58,206,42.23365,14,77,538,21.708,25.942,22.93533,24.69867,16.708,15.148,31.856,177.03211,64.70753,10.81133,24.11667,22.992,27.2224,192840.0781
234,233,150,303,25.74563,46,113,938,21.228,25.29133,22.49133,23.20667,13.516,16.256,29.772,162.01816,62.05239,8.49867,23.44167,20.988,28.8652,188517.5781
116,169,57,212,43.16874,14,78,544,22,26.23133,23.23667,24.99933,16.708,15.44,32.148,177.09023,65.12449,10.881,24.41317,22.9,27.5628,190933.1719
31,142,16,244,89.12371,4,109,449,21.838,26.21267,23.54867,25.78267,17.424,15.108,32.532,186.32447,62.25321,10.847,24.49483,24.532,25.014,191975.6719
39,233,24,532,99.51374,3,200,865,22.98,26.252,23.60333,25.168,15.544,16.716,32.26,133.54868,68.85185,10.70233,24.78983,22.444,24.6988,194435.1719
147,185,71,232,39.72287,18,85,625,22.03533,26.06,23.166,24.87733,16,15.784,31.784,169.40563,65.00625,10.401,24.3185,22.104,27.9504,190486.4219
60,178,31,236,69.59465,9,101,485,20.67733,25.10867,22.222,24.752,17.204,14.04,31.244,188.18211,62.36534,10.72933,23.31533,25.772,24.7764,194043.5781
48,237,31,531,95.49551,4,202,887,21.794,25.17933,22.35667,24.186,15.116,15.8,30.916,136.60095,66.92688,10.11667,23.68933,23.304,23.8756,194799.75
48,237,31,531,95.49551,4,202,887,21.794,25.17933,22.35667,24.186,15.116,15.8,30.916,136.60095,66.92688,10.11667,23.68933,23.304,23.8756,194799.75
111,82,26,588,103.45941,5,232,918,24.09267,26.90667,25.742,25.428,14.652,18.14,32.792,115.6231,72.69543,10.65133,25.53933,22.34,25.2648,195306.5781
191,174,85,245,39.70932,22,88,666,20.52733,24.60733,22.846,22.27867,15.908,14.316,30.224,171.17404,64.45394,10.25333,22.84267,23.68,26.0532,193823
43,217,27,544,101.1833,4,202,867,23.33133,26.55,23.95067,25.41667,15.7,16.984,32.684,131.19435,68.86625,10.812,25.09033,22.624,24.9792,195284.8281
41,165,21,334,89.02332,5,137,593,21.526,25.84133,23.23867,25.182,17.388,14.896,32.284,179.2583,64.74388,11.25767,24.07483,24.2,25.0228,191945.8281
49,190,25,426,91.50239,4,173,734,21.27933,25.50467,23.03133,24.80933,16.52,14.928,31.448,174.33501,63.13761,10.43033,23.77317,23.54,24.6844,193262.8281
55,189,27,600,103.98552,6,233,928,21.47533,24.492,22.988,23.28933,14.86,15.472,30.332,122.4658,70.26245,10.441,23.07317,23.948,23.3968,196420.6719
27,148,13,257,94.44508,3,118,458,22.354,26.48267,23.93533,26.26133,17.548,15.716,33.264,173.12531,64.71203,11.35567,24.7875,24.4,25.8792,193338.75
64,194,31,606,100.42086,8,228,955,21.732,24.96133,23.27533,23.87733,15.284,15.588,30.872,130.00502,69.02426,10.54967,23.49483,23.62,23.88,198153.6719
24,145,12,252,95.69557,2,117,444,22.118,26.30867,23.716,26.09533,17.644,15.452,33.096,175.70687,64.32026,11.34867,24.594,24.412,25.8548,193402.0781
97,133,40,244,61.01057,10,105,540,21.62867,26.016,23.258,25.55267,17.656,14.816,32.472,187.32013,61.97327,10.942,24.24933,25.496,26.122,197628.5
166,182,71,221,38.404,21,80,613,21.322,25.58867,24.01,24.42467,16.36,15.02,31.38,180.14973,62.7282,10.26233,23.82983,24.468,26.7616,196539.5781
