bio19,bio18,bio17,bio16,bio15,bio14,bio13,bio12,bio11,bio10,bio9,bio8,bio7,bio6,bio5,bio4,bio3,bio2,bio1,wind_avg,vapr_avg,srad_avg
53,174,25,371,87.21683,5,156,666,21.26467,25.624,22.982,25.04067,16.66,14.9,31.56,181.61124,62.66907,10.44067,23.86267,23.968,25.1724,193939.8281
50,172,24,360,87.80931,5,153,647,21.36667,25.75867,23.09133,25.16533,16.5,15.096,31.596,183.0069,63.17778,10.42433,23.97983,24.004,25.2944,193804.0781
75,192,29,495,90.54649,7,194,846,20.918,24.84133,22.52867,24.06533,15.872,14.764,30.636,160.0313,63.72228,10.114,23.187,24.08,24.2356,195600.5
228,178,88,263,39.70586,23,92,716,20.08733,24.89733,23.14267,22.48133,15.96,14.464,30.424,183.60658,62.77987,9.81767,22.5845,24.34,26.3432,199051.4219
69,190,26,593,99.62117,5,223,942,22.73533,26.25667,24.358,25.38933,15.476,16.624,32.1,142.95253,66.90145,10.35367,24.74817,23.048,25.4396,200624.1719
24,135,11,242,97.21496,2,114,415,22.17333,26.446,23.76267,26.30667,17.412,15.604,33.016,180.18918,63.69171,11.09,24.71933,24.532,26.3992,194085.5781
49,163,23,345,88.14462,4,148,619,21.31067,25.696,22.99867,25.13333,16.42,15.092,31.512,183.1735,63.34349,10.401,23.92283,24.128,25.448,194080.9219
66,189,25,578,99.57167,5,219,919,22.914,26.47333,24.53533,25.65133,15.656,16.732,32.388,145.01721,66.82209,10.46167,24.96083,23.08,25.726,200056.75
63,178,27,424,88.30972,5,170,741,21.24067,25.70467,23.146,25.07533,16.36,15.216,31.576,175.84038,62.02119,10.081,23.73817,23.748,25.2764,194134.5781
22,139,11,250,98.68435,2,118,427,22.03333,26.32533,23.642,26.156,17.392,15.484,32.876,180.315,63.84545,11.104,24.582,24.556,26.2116,194261.25
66,189,25,578,99.57167,5,219,919,22.914,26.47333,24.53533,25.65133,15.656,16.732,32.388,145.01721,66.82209,10.46167,24.96083,23.08,25.726,200056.75
83,124,31,233,66.65614,9,105,496,21.68133,26.12867,23.30333,25.69067,17.244,15.104,32.348,189.74779,60.48868,10.43067,24.348,25.336,26.4544,195684.0781
68,212,26,219,71.86733,8,101,447,21.92867,26.29533,23.51533,25.94667,16.732,15.552,32.284,187.1125,60.63033,10.14467,24.57067,25.044,26.974,198056.4219
69,187,26,592,100.29163,6,225,936,22.80333,26.31267,24.41133,25.49267,15.524,16.656,32.18,142.79746,66.41115,10.30967,24.82183,23.06,25.656,200038.8281
23,139,11,252,97.99775,2,119,432,21.81467,26.184,23.43933,26.014,17.452,15.24,32.692,183.29169,63.44258,11.072,24.40733,24.756,26.1696,194976.25
23,139,11,252,97.99775,2,119,432,21.81467,26.184,23.43933,26.014,17.452,15.24,32.692,183.29169,63.44258,11.072,24.40733,24.756,26.1696,194976.25
23,139,11,252,97.99775,2,119,432,21.81467,26.184,23.43933,26.014,17.452,15.24,32.692,183.29169,63.44258,11.072,24.40733,24.756,26.1696,194976.25
23,139,11,252,97.99775,2,119,432,21.81467,26.184,23.43933,26.014,17.452,15.24,32.692,183.29169,63.44258,11.072,24.40733,24.756,26.1696,194976.25
23,143,13,264,98.18869,2,124,453,21.69467,26.036,23.31867,25.87467,17.384,15.132,32.516,182.21647,63.70993,11.07533,24.27433,24.716,26.032,194257
41,154,13,608,116.05169,2,239,868,21.848,25.19333,23.39867,24.164,15.2,15.808,31.008,134.36029,67.09211,10.198,23.69733,23.612,24.4828,199623.6719
41,154,13,608,116.05169,2,239,868,21.848,25.19333,23.39867,24.164,15.2,15.808,31.008,134.36029,67.09211,10.198,23.69733,23.612,24.4828,199623.6719
24,146,15,276,97.86387,2,129,476,21.57,25.914,23.182,25.784,17.228,15.056,32.284,182.82734,63.55158,10.94867,24.16,24.72,26.0192,194244.75
51,161,17,658,113.2116,1,268,962,22.208,25.16,23.632,24.232,14.4,16.38,30.78,119.26522,69.9537,10.07333,23.843,23.64,24.8096,198397.1719
53,161,24,325,85.82026,5,142,597,20.582,25.004,22.19533,24.53067,16.372,14.404,30.776,186.59069,62.11825,10.17,23.22767,24.664,25.2192,193910.8281
25,147,16,279,96.69466,2,129,482,21.39533,25.78733,23.01733,25.662,17.14,14.92,32.06,184.95346,62.80048,10.764,24.017,24.816,26.006,194369.75
159,119,49,233,50.22774,10,85,589,21.87133,26.13867,24.838,24.782,17.036,15.3,32.336,182.57199,62.26618,10.60767,24.40483,25.132,26.9152,194616.8281
63,187,26,581,100.94995,6,224,916,22.80733,26.388,24.38933,25.664,15.364,16.776,32.14,146.43851,64.48408,9.90733,24.89433,23.092,26.0452,201173.4219
207,158,81,257,45.03287,21,88,663,21.20867,25.364,23.586,23.07933,14.936,15.56,30.496,174.43828,63.75201,9.522,23.59833,21.952,27.8188,193030.5781
60,170,22,631,106.77415,5,247,959,24.182,27.29,25.69467,26.31867,15.108,18.072,33.18,125.90964,68.82667,10.39833,25.9065,22.548,26.6124,199810.6719
59,156,23,383,88.34422,4,154,667,20.736,25.13667,22.36467,24.60333,16.344,14.556,30.9,184.48155,61.13151,9.99133,23.35233,24.324,25.16,195022.0781
65,175,25,618,104.274,7,237,950,23.68333,27.108,25.24067,26.30133,15.404,17.56,32.964,139.46151,65.93092,10.156,25.64867,22.728,26.6172,200329.5
36,143,20,286,91.67868,4,130,506,20.708,25.11467,22.29,24.7,16.4,14.524,30.924,186.92618,61.16464,10.031,23.36117,24.956,25.7764,195125.75
62,151,24,354,85.5414,5,146,633,20.13733,24.63467,21.776,24.144,16.192,14.072,30.264,189.48745,59.72291,9.67033,22.82617,24.52,25.0152,195336.9219
105,186,37,524,85.48005,12,204,927,19.77267,23.55733,21.20467,22.68933,15.464,13.768,29.232,153.31406,63.68124,9.84767,21.8965,25.044,23.2428,201199.6719
129,120,44,214,51.0454,9,81,539,22.87333,27.12867,24.454,25.772,16.628,16.488,33.116,181.72661,61.00554,10.144,25.40633,24.288,28.0264,197432.25
64,151,24,393,88.56535,6,154,678,20.868,25.15533,22.48667,24.61,16.004,14.808,30.812,179.17316,61.10139,9.77867,23.415,24.012,25.3916,196456.0781
63,181,29,609,103.2655,8,236,943,23.224,26.79733,24.77267,26.098,15.4,17.164,32.564,146.38201,64.76191,9.97333,25.30833,22.904,26.5416,201300.5781
62,168,25,645,106.77635,6,249,977,23.924,27.208,25.45933,26.33933,15.12,17.876,32.996,133.12899,66.83422,10.10533,25.78767,22.58,26.7632,199142.5
61,173,26,598,103.95409,7,230,921,23.26667,26.822,24.79733,26.11467,15.176,17.316,32.492,145.64955,65.0984,9.87933,25.33333,22.86,26.4816,201006.5781
64,168,25,628,105.65266,7,241,957,23.68933,27.094,25.24133,26.29733,15.192,17.652,32.844,138.49011,66.11155,10.04367,25.64817,22.692,26.7036,200093.75
63,162,25,610,105.60007,7,232,929,23.612,27.066,25.166,26.326,15.208,17.596,32.804,141.06033,65.43267,9.951,25.61783,22.756,26.816,199956.5781
64,161,25,653,107.45275,6,249,985,23.654,26.976,25.13267,26.156,15.1,17.724,32.68,138.47213,65.83223,9.872,25.627,22.704,26.6456,200177.5781
259,172,113,325,45.32426,33,128,822,22.034,25.88933,23.996,23.79733,14.612,16.404,31.016,163.08847,65.23177,9.53167,24.18783,20.86,29.1136,188346.0781
158,159,45,207,49.46005,8,72,540,22.31067,26.65,25.27667,25.39733,15.78,16.34,32.12,185.10171,60.4774,9.54333,24.908,24.208,27.9088,195070.8281
158,159,45,207,49.46005,8,72,540,22.31067,26.65,25.27667,25.39733,15.78,16.34,32.12,185.10171,60.4774,9.54333,24.908,24.208,27.9088,195070.8281
94,168,33,512,88.15412,11,196,882,20.082,24.042,21.57467,23.346,15.724,14.016,29.74,162.68442,61.43263,9.65967,22.3745,24.624,24.1176,199377.5781
60,170,26,587,103.30856,7,225,908,22.72133,26.36733,24.24867,25.71867,15.288,16.748,32.036,149.98695,63.17591,9.65833,24.85983,23.116,26.3316,200749.0781
162,131,54,202,44.00887,10,70,549,21.99267,26.36267,24.95,25.15,15.948,15.956,31.904,186.10241,60.64502,9.67167,24.61383,24.104,27.7968,197214.1719
43,195,18,298,90.37407,4,132,522,20.51067,24.98933,22.10733,24.614,16.04,14.496,30.536,190.67052,60.03949,9.63033,23.2175,24.676,25.9748,197852.0781
43,195,18,298,90.37407,4,132,522,20.51067,24.98933,22.10733,24.614,16.04,14.496,30.536,190.67052,60.03949,9.63033,23.2175,24.676,25.9748,197852.0781
46,135,20,296,88.24493,5,131,526,20.20267,24.68133,21.79133,24.288,16.044,14.196,30.24,190.5583,59.90401,9.611,22.90383,24.952,25.6828,198243.9219
43,198,20,302,90.27609,4,134,529,20.66667,25.15667,22.26867,24.78067,16.024,14.664,30.688,190.93697,59.57938,9.547,23.3775,24.592,26.1104,197533.25
60,128,25,349,87.30464,6,137,601,20.26933,24.70067,21.91067,24.21067,15.84,14.348,30.188,186.37205,58.87626,9.326,22.92233,24.5,25.4288,197523.6719
95,161,34,513,88.57279,11,195,880,19.92733,23.812,21.40867,23.108,15.684,13.868,29.552,159.32944,61.70195,9.67733,22.172,24.788,23.9008,202096.4219
75,168,27,253,71.81694,9,110,506,20.434,25.15867,22.11867,24.78067,16.184,14.456,30.64,200.91679,57.12638,9.24533,23.29467,24.892,26.68,196288.75
75,168,27,253,71.81694,9,110,506,20.434,25.15867,22.11867,24.78067,16.184,14.456,30.64,200.91679,57.12638,9.24533,23.29467,24.892,26.68,196288.75
51,198,21,315,87.43456,5,134,555,20.43467,24.93467,22.06333,24.52733,15.768,14.548,30.316,190.45206,59.16625,9.32933,23.14033,24.5,26.0212,197611.75
150,148,40,193,50.86586,8,70,502,22.77467,27.18133,25.73333,26.01067,15.088,17.152,32.24,186.84125,58.636,8.847,25.41883,23.58,28.7132,194921.1719
77,150,25,510,94.68644,7,192,835,20.39733,24.13933,21.83933,23.56133,15.228,14.496,29.724,154.67549,62.01953,9.44433,22.5965,24.468,24.57,201885.6719
79,166,31,240,66.05336,9,102,504,21.152,25.84533,22.82267,25.46867,16.448,15.016,31.464,199.41947,58.48938,9.62033,23.9855,24.6,27.286,195784
162,144,44,201,50.43566,9,70,522,22.9,27.39133,25.904,26.236,14.992,17.376,32.368,190.28266,57.8464,8.67233,25.60417,22.964,29.0468,195472.9219
69,194,27,327,81.5198,8,132,593,20.17267,24.608,21.79733,24.16667,15.62,14.336,29.956,187.50828,58.56167,9.14733,22.83267,24.54,25.6948,197803.4219
62,193,24,320,83.20801,7,130,574,20.27867,24.74333,21.89533,24.31867,15.668,14.428,30.096,188.73169,58.58224,9.17867,22.956,24.5,25.9024,197431.9219
74,202,29,349,82.46923,9,137,623,20.09333,24.52267,21.75333,24.04,15.888,14.136,30.024,186.58446,57.89275,9.198,22.74733,24.6,25.4412,198568.8281
74,202,29,349,82.46923,9,137,623,20.09333,24.52267,21.75333,24.04,15.888,14.136,30.024,186.58446,57.89275,9.198,22.74733,24.6,25.4412,198568.8281
165,135,41,206,52.73744,8,69,509,22.436,26.88267,25.37267,23.09733,14.632,17.056,31.688,188.04456,58.02351,8.49,25.09967,23.432,28.5732,194746.5
70,194,27,332,81.81955,8,132,599,20.27667,24.69867,21.92533,24.256,15.672,14.416,30.088,186.74806,57.92495,9.078,22.93233,24.536,25.864,198095.6719
53,195,21,309,89.74666,7,139,542,20.62933,25.15133,22.238,24.75533,15.664,14.796,30.46,191.20845,58.61423,9.18133,23.34267,24.284,26.5708,198972.25
64,185,23,315,84.1395,7,136,571,20.59867,25.06267,22.20733,24.63867,15.604,14.772,30.376,188.12715,58.73067,9.16433,23.26817,24.3,26.3504,197813.0781
192,101,56,231,51.25079,11,79,558,22.22667,26.8,25.272,22.90467,15.476,16.512,31.988,193.6714,58.82226,9.10333,24.98133,22.792,28.7056,197469.25
53,196,23,305,87.02494,7,137,546,20.66533,25.226,22.298,24.81867,15.78,14.788,30.568,192.62405,58.08196,9.16533,23.39967,24.252,26.7104,195324.3281
89,208,35,384,82.56309,11,152,685,20.22733,24.548,21.84267,24.05733,15.792,14.296,30.088,181.44614,57.65577,9.105,22.80983,24.548,25.5996,198864.9219
89,208,35,384,82.56309,11,152,685,20.22733,24.548,21.84267,24.05733,15.792,14.296,30.088,181.44614,57.65577,9.105,22.80983,24.548,25.5996,198864.9219
86,223,23,474,96.42922,6,187,777,19.80867,23.53667,21.24133,23.06733,14.7,14.148,28.848,155.13838,59.9932,8.819,22.02917,24.888,24.506,204665.9219
269,138,75,339,60.23722,22,133,724,21.45,25.96867,24.25867,23.51733,14.784,16.056,30.84,190.29537,58.72565,8.682,24.11967,22.036,28.552,198491.8281
82,120,32,369,83.25485,10,146,653,20.46867,24.67667,22.07133,24.18333,15.656,14.544,30.2,177.09147,57.95861,9.074,22.98467,24.484,25.8144,199370.8281
269,138,75,339,60.23722,22,133,724,21.45,25.96867,24.25867,23.51733,14.784,16.056,30.84,190.29537,58.72565,8.682,24.11967,22.036,28.552,198491.8281
418,183,126,493,56.17947,41,178,1114,21.89333,25.64133,24.718,22.54667,13.032,16.988,30.02,156.88948,64.22141,8.36933,24.004,21.408,29.48,199276.75
75,111,27,430,95.62373,8,174,699,20.32333,24.25,21.83667,23.74267,15.364,14.448,29.812,164.11008,59.30096,9.111,22.66417,24.44,25.2368,199741.1719
83,219,21,480,98.21038,5,188,776,19.63067,23.31467,21.04,22.832,14.76,13.916,28.676,152.63574,60.30036,8.90033,21.8115,25.068,24.3664,205140
60,169,21,288,83.95663,6,131,527,20.60467,25.09467,22.20333,24.674,15.556,14.808,30.364,189.79536,57.7912,8.99,23.29,24.264,26.8164,198564.8281
75,111,27,430,95.62373,8,174,699,20.32333,24.25,21.83667,23.74267,15.364,14.448,29.812,164.11008,59.30096,9.111,22.66417,24.44,25.2368,199741.1719
75,111,27,430,95.62373,8,174,699,20.32333,24.25,21.83667,23.74267,15.364,14.448,29.812,164.11008,59.30096,9.111,22.66417,24.44,25.2368,199741.1719
322,146,102,383,54.39511,32,141,869,21.45867,25.35133,24.474,22.138,13.124,16.58,29.704,163.00865,62.89495,8.25433,23.68583,21.4,29.1232,203031.4219
76,115,31,375,87.47281,9,153,644,20.83933,24.84133,22.37733,24.28,15.664,14.832,30.496,167.30666,59.19731,9.27267,23.20633,24.3,25.8364,200057.6719
592,265,170,749,61.10976,53,289,1616,22.81,26.13867,25.72333,23.40533,12.5,17.936,30.436,139.93952,67.03201,8.379,24.65883,24.012,30.5156,201369.5781
307,139,79,353,57.81541,21,124,775,21.20533,25.50467,24.65333,21.92533,13.96,16.112,30.072,180.17424,60.04775,8.38267,23.69567,21.356,28.838,198452.0781
269,137,77,329,58.24564,22,121,727,22.106,26.478,25.75933,24.11267,14.496,16.792,31.288,183.13636,59.64404,8.646,24.69467,21.108,29.3984,190216.6719
280,133,74,335,60.86975,21,129,721,21.68533,26.15533,25.418,22.39933,14.596,16.38,30.976,188.00417,58.34932,8.51667,24.317,21.552,28.9004,198043.3281
260,128,69,316,60.37393,20,116,684,22.15467,26.602,25.87533,22.872,14.588,16.836,31.424,187.06838,58.84517,8.58433,24.77983,21.204,29.3988,196911.1719
251,181,70,335,52.77948,19,119,837,18.85933,23.10267,21.55267,21.844,15.228,13.144,28.372,180.55418,56.14657,8.55,21.33967,25.348,24.5592,198273.25
74,113,32,374,88.71678,9,156,639,20.86333,24.77267,22.366,24.18267,15.572,14.868,30.44,162.91649,59.46142,9.25933,23.16233,24.336,25.7512,200088.9219
105,123,43,291,66.40959,13,121,599,19.73733,23.64,21.05267,23.098,15.124,13.912,29.036,165.74404,59.88716,9.05733,22.00833,24.96,24.8164,198711.75
79,113,35,385,88.94251,10,164,662,20.75,24.54933,22.22867,23.93,15.484,14.74,30.224,157.84552,60.12227,9.30933,22.97367,24.432,25.4528,200025.0781
53,118,22,291,86.16974,5,126,515,20.93133,24.77533,22.31,24.18533,15.62,14.848,30.468,161.41693,61.28254,9.57233,23.16817,24.32,25.8396,200040.5781
581,262,167,768,64.813,54,312,1614,23.12,26.26733,25.37067,23.68933,12,18.392,30.392,131.93196,68.04722,8.16567,24.85383,24.764,30.8124,199243.25
90,211,22,483,99.32447,6,184,772,19.258,22.73867,20.55533,22.31267,14.068,13.792,27.86,143.8295,60.94208,8.57333,21.32033,25.66,24.1624,203983.5781
204,116,55,256,59.39422,16,90,574,23.04067,27.426,26.71867,23.73333,14.592,17.692,32.284,184.28169,59.77019,8.72167,25.63583,20.844,30.1608,193792.1719
69,108,33,354,90.20949,8,155,605,20.904,24.50667,22.286,23.792,15.536,14.776,30.312,149.06444,62.30904,9.68033,22.96683,24.54,25.2508,200689.25
72,106,34,370,92.00702,8,164,627,20.964,24.57733,22.37267,23.88867,15.468,14.888,30.356,149.53344,61.41927,9.50033,23.0465,24.488,25.366,200390.5781
67,201,16,468,106.06581,4,179,710,19.8,23.188,21.05,22.812,13.8,14.424,28.224,140.07427,61.5145,8.489,21.8135,25.344,24.8232,205011.6719
67,201,16,468,106.06581,4,179,710,19.8,23.188,21.05,22.812,13.8,14.424,28.224,140.07427,61.5145,8.489,21.8135,25.344,24.8232,205011.6719
59,107,27,320,89.81611,6,138,546,20.90133,24.52,22.25467,23.80267,15.636,14.708,30.344,150.31823,62.7846,9.817,22.96483,24.436,25.306,200439.5781
195,118,62,315,56.1654,17,123,745,19.27333,23.07133,21.66267,21.728,15.368,13.292,28.66,160.84208,58.65435,9.014,21.421,25.276,23.9852,199051.6719
239,124,70,347,55.32785,19,132,843,18.77133,22.50733,21.06867,21.17067,15.392,12.756,28.148,158.2813,58.46976,8.99967,20.8635,25.616,23.3292,198540.0781
89,106,43,393,87.97964,11,168,681,20.71533,24.212,22.09067,23.54,15.212,14.732,29.944,144.7203,61.46682,9.35033,22.73083,24.768,25.0396,200630.25
83,104,38,353,86.1415,11,153,620,20.67467,24.08333,21.964,23.31133,15.376,14.54,29.916,140.83704,62.89672,9.671,22.59417,24.908,24.794,200177.3281
103,103,45,418,85.77477,10,165,727,20.59133,23.93067,22.98067,23.336,15.508,14.408,29.916,138.20589,63.04058,9.77633,22.5405,24.9,24.8924,200406.0781
47,100,8,516,116.82134,2,204,727,24.962,27.30533,25.998,26.57333,13.008,19.6,32.608,94.08114,66.25666,8.61867,26.26267,23.476,27.9696,205744.5
44,99,8,499,116.91869,2,194,699,24.64333,27.09933,25.68933,26.402,13.172,19.26,32.432,98.99909,64.9585,8.55633,26.01917,23.716,27.8792,204720.4219
577,215,129,705,64.45204,42,262,1488,23.184,26.39133,25.936,23.78133,12.112,18.432,30.544,134.11086,67.77576,8.209,24.9595,24.5,30.95,201652.5
88,89,22,428,97.37822,6,163,687,20.73667,24.13333,23.15133,23.694,15.092,14.784,29.876,142.19948,63.24543,9.545,22.77217,24.744,25.47,200994.0781
98,102,50,408,85.10994,10,163,712,20.99733,24.29867,23.378,23.646,15.88,14.62,30.5,136.19865,64.71033,10.276,22.905,24.892,25.052,200351.4219
105,96,37,426,88.56859,9,164,727,20.43867,23.744,22.78467,23.18333,15.428,14.28,29.708,137.04309,64.94469,10.01967,22.37283,25.016,24.7444,201768.25
224,131,48,277,56.57614,12,95,667,21.11933,25.64333,24.096,23.054,15.868,15.244,31.112,190.38615,57.13596,9.06633,23.80417,22.94,28.0052,199712.8281
61,165,13,394,106.76794,3,149,590,20.31067,23.69,21.55333,23.332,14.1,14.788,28.888,140.43761,61.22931,8.63333,22.326,25.308,25.5104,201681
51,161,10,387,110.97458,2,148,562,20.612,23.97933,21.86333,23.592,14.12,15.076,29.196,139.43959,61.05524,8.621,22.6145,25.156,25.788,201116
102,96,50,414,85.14236,9,162,721,21.18333,24.39333,23.52933,23.71533,16.088,14.676,30.764,131.95588,66.98367,10.77633,23.03117,24.888,25.1364,201168.3281
83,99,36,354,87.68249,11,153,615,20.882,24.10933,22.108,23.36133,15.5,14.604,30.104,133.7647,65.36129,10.131,22.6945,24.776,24.8636,200924.9219
389,262,145,699,60.42548,39,264,1511,24.406,27.012,26.59467,25.66267,9.792,20.62,30.412,109.14131,69.2436,6.78033,25.8245,29.66,31.7644,197594.6719
88,98,45,383,87.72969,10,161,661,21.05133,24.296,23.36133,23.56933,15.864,14.636,30.5,133.76275,65.61607,10.40933,22.89133,24.8,24.938,201145.5
87,98,35,345,85.5775,11,148,608,20.81,24.01867,21.996,23.27267,15.464,14.524,29.988,133.48154,65.37118,10.109,22.60517,24.752,24.7964,200903.6719
99,89,28,432,93.62292,7,167,711,20.892,24.18067,23.25,23.648,15.44,14.732,30.172,136.4045,64.93523,10.026,22.831,24.824,25.3436,200009.5781
41,188,8,438,117.15953,2,170,611,22.54133,25.416,23.618,24.96733,13.156,17.312,30.468,118.13783,62.58235,8.23333,24.226,24.616,26.8456,206495.5781
99,89,31,419,91.76463,8,163,701,21.072,24.31933,23.42133,23.73533,15.664,14.788,30.452,134.10331,65.5452,10.267,22.97217,24.8,25.3876,200504.4219
82,94,33,356,90.02397,10,154,609,21.03933,24.29467,22.31267,23.55733,15.56,14.752,30.324,133.18092,65.58055,10.07633,22.82317,24.712,25.062,200855.1719
39,176,7,413,118.1582,1,161,571,22.85933,25.76333,23.91933,25.342,13.212,17.596,30.808,119.1674,62.23635,8.22267,24.56067,24.468,27.4188,206511.8281
61,149,11,374,108.99537,3,144,551,20.88467,24.22733,23.11,23.81133,14.424,15.208,29.632,138.23748,60.99325,8.79767,22.86417,25.188,26.0232,200986.0781
39,176,7,413,118.1582,1,161,571,22.85933,25.76333,23.91933,25.342,13.212,17.596,30.808,119.1674,62.23635,8.22267,24.56067,24.468,27.4188,206511.8281
39,176,7,413,118.1582,1,161,571,22.85933,25.76333,23.91933,25.342,13.212,17.596,30.808,119.1674,62.23635,8.22267,24.56067,24.468,27.4188,206511.8281
39,176,7,413,118.1582,1,161,571,22.85933,25.76333,23.91933,25.342,13.212,17.596,30.808,119.1674,62.23635,8.22267,24.56067,24.468,27.4188,206511.8281
239,105,64,351,59.74314,15,136,821,19.062,22.52467,21.13933,21.19,15.42,12.916,28.336,147.01719,59.75789,9.21467,20.957,25.26,23.3284,199710.5781
200,93,55,347,65.96907,13,141,756,19.44467,22.71067,21.53667,21.41,15.272,13.268,28.54,136.84261,61.84302,9.44467,21.24133,25.252,23.4468,200742.5781
37,190,8,464,121.14364,1,185,632,24.154,26.81067,25.20067,26.25933,13.5,18.668,32.168,108.20696,64.68642,8.73267,25.69033,24.14,27.9368,205581.3281
84,139,9,381,106.06454,2,152,582,20.69067,23.90333,22.87,23.56733,14.012,15.16,29.172,134.68221,61.95879,8.68167,22.6255,25.036,25.9464,200225.5781
84,139,9,381,106.06454,2,152,582,20.69067,23.90333,22.87,23.56733,14.012,15.16,29.172,134.68221,61.95879,8.68167,22.6255,25.036,25.9464,200225.5781
103,143,12,389,100.4842,3,157,623,20.12867,23.34133,22.29667,23.02333,13.916,14.648,28.564,135.33691,62.60659,8.71233,22.06617,25.32,25.3108,200115.6719
91,71,13,385,99.99645,3,154,619,21.07867,24.268,23.292,23.90467,14.444,15.34,29.784,134.21262,62.13422,8.97467,22.99767,24.768,25.9284,200393.1719
33,157,7,370,117.50442,1,144,514,21.584,24.494,22.62067,24.06267,13.588,16.116,29.704,118.97292,61.94436,8.417,23.2825,25.348,26.2524,207117.1719
88,74,19,358,95.41773,6,147,597,21.348,24.506,23.564,24.022,14.844,15.404,30.248,131.85303,63.79233,9.46933,23.209,24.692,25.7064,202516.3281
35,142,7,341,117.14673,0,131,473,21.43533,24.36733,22.488,23.97267,13.792,15.86,29.652,120.26594,62.65226,8.641,23.16217,25.448,26.3384,205796.9219
65,72,11,441,111.63889,3,174,658,22.788,25.15467,24.40933,24.54,13.472,17.144,30.616,94.49578,70.28899,9.46933,24.11133,23.812,26.4716,205200.3281
71,129,12,331,103.15691,4,132,509,21.146,24.38067,23.26067,24.082,14.04,15.6,29.64,135.65345,61.84235,8.68267,23.08,25,26.4932,200057.5781
45,136,8,334,112.96161,1,127,477,21.088,24.05467,23.02067,23.654,14.024,15.412,29.436,121.57469,63.8976,8.961,22.82683,25.548,26.0988,202829.5
179,131,54,293,60.18088,16,111,657,19.53733,23.428,22.154,22.27933,15.84,13.36,29.2,164.20243,57.31902,9.07933,21.84967,23.404,25.1576,198101.6719
142,125,38,318,75.05375,10,130,623,19.54667,22.98,21.88333,22.01467,14.64,13.772,28.412,144.46905,61.4959,9.003,21.60617,24.428,24.6424,196692.25
160,133,42,320,70.70366,11,129,655,19.24,22.79733,21.612,21.858,14.652,13.484,28.136,149.668,60.70389,8.89433,21.37683,24.348,24.5592,196292.8281
105,161,15,237,85.69759,3,100,439,21.15667,24.48667,23.10667,23.714,13.836,15.648,29.484,139.58404,62.16151,8.60067,23.10467,24.7,26.9908,203146
117,169,18,260,85.68226,2,113,482,20.264,23.46,22.158,22.69,13.996,14.652,28.648,133.91331,63.06326,8.82633,22.14083,25.384,25.9488,202490.5
122,151,19,230,79.48175,4,98,451,21.62667,24.87733,23.44267,24.13533,13.456,16.248,29.704,135.29067,63.1515,8.49767,23.4965,24.288,27.48,199323.0781
118,80,19,270,88.65807,3,120,487,20.588,23.71133,22.47,22.94333,13.908,15.012,28.92,130.57323,63.35682,8.81167,22.42817,25.152,26.3632,201680.4219
111,92,18,310,94.13867,4,139,531,22.24733,25.146,24.06067,24.264,13.672,16.728,30.4,117.803,66.49844,9.09167,23.9295,24.068,27.9664,201012.6719
194,162,36,277,71.60396,8,113,594,21.77133,25.04067,23.662,24.23867,14.456,15.88,30.336,135.47143,62.54611,9.04167,23.65383,23.492,27.762,204231.6719
201,186,47,308,64.82478,13,122,742,20.85133,23.90267,23.286,23.32467,14.112,14.868,28.98,131.42619,62.23309,8.78233,22.64183,24.752,26.4044,199692.4219
201,186,47,308,64.82478,13,122,742,20.85133,23.90267,23.286,23.32467,14.112,14.868,28.98,131.42619,62.23309,8.78233,22.64183,24.752,26.4044,199692.4219
439,297,90,484,56.95802,26,176,1206,20.02933,23.3,22.55133,20.648,13.804,14.476,28.28,136.35981,63.03245,8.701,21.9135,24.556,26.6252,202025.4219
421,214,79,470,62.09315,19,177,1039,19.32667,22.61267,21.84533,19.90733,12.208,14.628,26.836,136.27258,64.12188,7.828,21.19033,22.816,25.9668,203868.1719
395,274,74,456,59.24153,21,160,1100,22.38,25.44533,24.732,22.97467,13.876,16.724,30.6,126.80335,66.01566,9.16033,24.1405,23.692,29.2252,205688.3281
